season,competititon,round,match_date,match_id,team,opponent,venue,goals_for,goals_against,result,points_earned,points_total_after,table_position_after,coach,notes
2025/2026,WWIN LIGA BIH 25/26,27,2026-04-04,46565944,FK Zeljeznicar,FK SARAJEVO,home,0,0,D,1,30,6,,source=https://www.nfsbih.ba/stats/team/40605818/411-fk-zeljeznicar/
